,lat,lon,depth,time,evid,nass,ml,sdobs,etype,matchid
196,61.4203,-149.8652,23.8699,1543614365.86056,1477,8,3.55,0.5185,-,196
197,61.3702,-149.9482,34.8092,1543614385.54765,1457,69,3.73,0.6894,-,197
198,61.4056,-149.9199,36.0369,1543614558.8542,1482,43,2.3,0.609,-,198
199,61.4254,-149.9062,31.2408,1543614642.88285,1490,38,2.52,0.8631,-,199
200,61.4075,-150.0789,35.0226,1543614672.82647,1495,38,2.84,0.988,-,200
201,61.3701,-150.0729,34.7458,1543614746.25423,1503,36,2.52,0.7169,-,201
202,61.3588,-150.1004,32.9444,1543614801.36699,1507,36,2.6,0.7014,-,202
203,61.4785,-149.9123,40.6617,1543614855.93751,1509,36,2.52,0.6924,-,203
204,61.3999,-150.0787,36.933,1543614909.98223,1510,15,3.08,0.4408,-,204
205,61.3574,-150.1913,34.8485,1543614929.42522,1513,53,3.23,1.0395,-,205
206,61.4539,-149.9791,35.019,1543615024.02134,1525,59,2.79,0.7652,-,206
207,61.4721,-149.9124,34.587,1543615130.46311,1533,46,2.75,0.6802,-,207
208,61.3713,-150.0353,39.5104,1543615300.61458,1542,22,1.93,0.6344,-,208
209,61.3665,-150.0911,34.609,1543615407.61111,1548,62,2.59,0.7119,-,209
210,61.5374,-149.9254,37.0044,1543615530.35873,1556,87,3.25,0.9286,-,210
211,61.5003,-149.9851,44.4285,1543615563.29405,1563,14,-999.0,0.4261,-,211
212,61.4248,-150.0849,28.1527,1543615640.46811,1571,12,2.29,0.3181,-,212
213,61.5593,-149.9289,34.4354,1543615696.47708,1575,8,1.75,0.7091,-,213
214,61.3611,-150.1115,34.7708,1543615734.19077,1576,57,2.73,0.8533,-,214
215,61.3839,-150.0795,35.7995,1543615802.80444,1582,68,3.39,0.5199,-,215
216,61.474,-149.9431,34.3791,1543615897.04324,1590,16,2.07,0.3949,-,216
217,61.4005,-150.0324,33.554,1543616023.28886,1597,32,2.7,0.8106,-,217
218,61.367,-150.0905,36.3769,1543616040.03794,1596,55,2.84,0.8503,-,218
219,61.4424,-149.967,29.3055,1543616154.75921,1606,22,2.25,0.6207,-,219
220,61.4587,-149.9148,37.9374,1543616324.61132,1613,64,2.52,0.8328,-,220
221,61.3888,-150.132,25.8346,1543616387.40869,1620,12,2.43,0.7894,-,221
222,61.3476,-150.107,34.5642,1543616435.2206,1623,45,2.79,0.8711,-,222
223,61.372,-150.0604,40.3005,1543616553.36015,1630,48,3.18,0.4466,-,223
224,61.3844,-150.0729,36.9371,1543616650.89799,1644,8,1.75,0.1182,-,224
225,61.412,-150.0751,25.7737,1543616696.22835,1649,15,2.08,0.6555,-,225
226,61.4598,-149.9102,36.1226,1543616824.9966,1657,41,2.22,0.8783,-,226
227,61.4362,-149.9768,37.6004,1543616868.20906,1659,46,2.47,0.7153,-,227
228,61.3947,-150.1082,35.042,1543616934.13776,1669,29,2.09,0.5971,-,228
229,61.5111,-149.9164,35.7469,1543616983.29259,1675,24,2.18,0.587,-,229
230,61.4986,-149.7502,34.9406,1543617021.58198,1676,15,2.09,0.4984,-,230
231,61.465,-149.9063,40.4583,1543617080.57294,1683,9,1.53,0.5149,-,231
232,61.395,-149.905,35.7465,1543617303.72634,1695,59,2.59,0.6354,-,232
233,61.4563,-149.9186,35.0848,1543617391.92259,1701,64,2.79,0.5947,-,233
234,61.4216,-149.9233,36.0735,1543617574.70642,1709,19,1.94,0.5039,-,234
235,61.3724,-150.1113,35.1601,1543617601.81042,1712,39,2.2,0.7141,-,235
236,61.4525,-149.9089,36.7938,1543617683.83688,1716,41,2.01,0.7072,-,236
